,Transaction ID,Date,Product,Source,Count of Sessions,Quantity,Product Revenue,Landing Page,Device Category
6389,#8190,20180423,Accessory,Listrak,2,1,$99.00,/?trk_msg=3VGKEF2FD6KK96EFT1L9PQ9CPO&trk_contact=T4PJ1KA9D8VI6EEGPQDO27UB1O&trk_module=wel&trk_sid=C4TK2EJO7E181AIEJ5CQI7DV48,desktop
6390,#8190,20180423,Accessory,Listrak,2,1,$25.00,/?trk_msg=3VGKEF2FD6KK96EFT1L9PQ9CPO&trk_contact=T4PJ1KA9D8VI6EEGPQDO27UB1O&trk_module=wel&trk_sid=C4TK2EJO7E181AIEJ5CQI7DV48,desktop
6391,#8190,20180423,Accessory,Listrak,2,1,$25.00,/?trk_msg=3VGKEF2FD6KK96EFT1L9PQ9CPO&trk_contact=T4PJ1KA9D8VI6EEGPQDO27UB1O&trk_module=wel&trk_sid=C4TK2EJO7E181AIEJ5CQI7DV48,desktop
6392,#8190,20180423,Boat B,Listrak,2,1,"$1,299.00",/?trk_msg=3VGKEF2FD6KK96EFT1L9PQ9CPO&trk_contact=T4PJ1KA9D8VI6EEGPQDO27UB1O&trk_module=wel&trk_sid=C4TK2EJO7E181AIEJ5CQI7DV48,desktop
6393,#8191,20180423,Accessory,google,1,1,$30.00,/,desktop
6394,#8192,20180423,Accessory,google,2,2,$140.00,/,desktop
6395,#8186,20180422,Accessory,(direct),1,1,$25.00,/,desktop
6396,#8179,20180421,Accessory,(direct),2,2,$50.00,/checkout/contact_information,desktop
6397,#8180,20180421,Accessory,(direct),1,1,$70.00,/,mobile
6398,#8180,20180421,Accessory,(direct),1,1,$30.00,/,mobile
6399,#8181,20180421,Accessory,google,3,1,$25.00,/collections/accessories,mobile
6400,#8182,20180421,Accessory,(direct),1,1,$199.00,/,mobile
6401,#8182,20180421,Accessory,(direct),1,1,$99.00,/,mobile
6402,#8182,20180421,Accessory,(direct),1,1,$99.00,/,mobile
6403,#8183,20180421,Accessory,google,11,1,$70.00,/checkout/shipping,mobile
6404,#8184,20180421,Accessory,google,2,1,$199.00,/collections/accessories,desktop
6405,#8184,20180421,Accessory,google,2,1,$99.00,/collections/accessories,desktop
6406,#8184,20180421,Accessory,google,2,1,$99.00,/collections/accessories,desktop
6407,#8184,20180421,Boat B,google,2,1,"$1,299.00",/collections/accessories,desktop
6408,#8185,20180421,Accessory,(direct),2,1,$199.00,/,mobile
6409,#8185,20180421,Accessory,(direct),2,1,$99.00,/,mobile
6410,#8185,20180421,Accessory,(direct),2,1,$99.00,/,mobile
6411,#8185,20180421,Boat B,(direct),2,1,"$1,299.00",/,mobile
6412,#8175,20180420,Accessory,affirm.com,19,1,$70.00,/checkout/thank_you,mobile
6413,#8175,20180420,Accessory,affirm.com,19,1,$199.00,/checkout/thank_you,mobile
6414,#8175,20180420,Accessory,affirm.com,19,1,$99.00,/checkout/thank_you,mobile
6415,#8175,20180420,Accessory,affirm.com,19,1,$99.00,/checkout/thank_you,mobile
6416,#8175,20180420,Accessory,affirm.com,19,1,$25.00,/checkout/thank_you,mobile
6417,#8175,20180420,Boat B,affirm.com,19,1,"$1,299.00",/checkout/thank_you,mobile
6418,#8178,20180420,Accessory,orukayak.knoji.com,4,2,$398.00,/pages/refer-a-friend,mobile
6419,#8178,20180420,Accessory,orukayak.knoji.com,4,2,$198.00,/pages/refer-a-friend,mobile
6420,#8178,20180420,Accessory,orukayak.knoji.com,4,1,$99.00,/pages/refer-a-friend,mobile
6421,#8178,20180420,Accessory,orukayak.knoji.com,4,1,$99.00,/pages/refer-a-friend,mobile
6422,#8178,20180420,Boat B,orukayak.knoji.com,4,2,"$2,598.00",/pages/refer-a-friend,mobile
6423,#8169,20180419,Accessory,(direct),1,1,$35.00,/checkout/payment,desktop
6424,#8170,20180419,Accessory,r.ar1d.net,3,1,$70.00,/,desktop
6425,#8170,20180419,Accessory,r.ar1d.net,3,1,$149.00,/,desktop
6426,#8171,20180419,Accessory,(direct),1,1,$199.00,/,tablet
6427,#8171,20180419,Accessory,(direct),1,2,$40.00,/,tablet
6428,#8172,20180419,Boat A,affirm.com,8,1,"$1,599.00",/checkout/thank_you,mobile
6429,#8173,20180419,Accessory,(direct),5,2,$30.00,/products/bay-st,tablet
6430,#8174,20180419,Accessory,google,4,2,$298.00,/,mobile
6431,#8163,20180418,Boat A,Listrak,2,1,"$1,599.00",/?trk_msg=3VGKEF2FD6KK96EFT1L9PQ9CPO&trk_contact=A5NKQMCBQB3A8EAF87ON7FPT7K&trk_module=wel&trk_sid=G8TPO1R1I677TDGDFTQGGGF79S,desktop
6432,#8164,20180418,Accessory,(direct),2,1,$99.00,/,desktop
6433,#8165,20180418,Accessory,(direct),2,1,$375.00,/checkout/shipping,desktop
6434,#8165,20180418,Accessory,(direct),2,1,$70.00,/checkout/shipping,desktop
6435,#8168,20180418,Accessory,paypal.com,15,1,$65.00,/checkout/review?token=EC-3WC39523L9661981N,mobile
6436,#8168,20180418,Accessory,paypal.com,15,2,$40.00,/checkout/review?token=EC-3WC39523L9661981N,mobile
6437,#8168,20180418,Accessory,paypal.com,15,1,$25.00,/checkout/review?token=EC-3WC39523L9661981N,mobile
6438,#8161,20180417,Accessory,google,2,1,$149.00,/,desktop
6439,#8162,20180417,Accessory,duckduckgo.com,2,1,$99.00,/collections/kayaks,desktop
6440,#8162,20180417,Accessory,duckduckgo.com,2,1,$20.00,/collections/kayaks,desktop
6441,#8159,20180416,Accessory,(direct),1,1,$375.00,/,mobile
6442,#8159,20180416,Accessory,(direct),1,1,$99.00,/,mobile
6443,#8159,20180416,Accessory,(direct),1,1,$149.00,/,mobile
6444,#8159,20180416,Accessory,(direct),1,1,$25.00,/,mobile
6445,#8160,20180416,Accessory,couponbirds.com,3,1,$375.00,/pages/Beach-LT,mobile
6446,#8160,20180416,Accessory,couponbirds.com,3,1,$199.00,/pages/Beach-LT,mobile
6447,#8160,20180416,Accessory,couponbirds.com,3,1,$25.00,/pages/Beach-LT,mobile
6448,#8160,20180416,Accessory,couponbirds.com,3,1,$25.00,/pages/Beach-LT,mobile
6449,#8152,20180415,Accessory,google,4,1,$99.00,/checkout/contact_information,mobile
6450,#8152,20180415,Accessory,google,4,1,$99.00,/checkout/contact_information,mobile
6451,#8153,20180415,Accessory,(direct),1,2,$140.00,/,tablet
6452,#8153,20180415,Accessory,(direct),1,1,$25.00,/,tablet
6453,#8154,20180415,Accessory,facebook,5,1,$199.00,/cart,desktop
6454,#8154,20180415,Accessory,facebook,5,1,$99.00,/cart,desktop
6455,#8154,20180415,Boat B,facebook,5,1,"$1,299.00",/cart,desktop
6456,#8155,20180415,Accessory,(direct),4,1,$70.00,/,tablet
6457,#8155,20180415,Accessory,(direct),4,1,$25.00,/,tablet
6458,#8156,20180415,Accessory,google,1,1,$15.00,/collections/replacementparts,desktop
6459,#8157,20180415,Accessory,google,15,1,$220.00,/account/login?checkout_url=/1828165/checkouts/fc460a705a440307e030ff191772380e?step=contact_information,mobile
6460,#8147,20180414,Accessory,affirm.com,10,1,$199.00,/checkout/thank_you,desktop
6461,#8147,20180414,Accessory,affirm.com,10,1,$99.00,/checkout/thank_you,desktop
6462,#8147,20180414,Boat A,affirm.com,10,1,"$1,599.00",/checkout/thank_you,desktop
6463,#8148,20180414,Accessory,Listrak,17,1,$70.00,/products/the-coast-xt?trk_msg=8CRJG56RSLA4F70GA8DPS5392O&trk_contact=8B1FO2KQN94KBE3A5JMA13QCH0&trk_sid=VGUJ9DOJC8R0AGSNK4T6UA6OF4,desktop
6464,#8149,20180414,Accessory,google,25,1,$99.00,/cart,mobile
6465,#8149,20180414,Accessory,google,25,1,$25.00,/cart,mobile
6466,#8150,20180414,Accessory,google,14,1,$199.00,/pages/faqs,desktop
6467,#8150,20180414,Boat B,google,14,1,"$1,299.00",/pages/faqs,desktop
6468,#8151,20180414,Accessory,google,22,1,$25.00,/,mobile
6469,#8145,20180413,Accessory,Listrak,25,1,$70.00,/checkout/shipping,desktop
6470,#8146,20180413,Accessory,affirm.com,9,1,$70.00,/checkout/thank_you,mobile
6471,#8146,20180413,Accessory,affirm.com,9,1,$99.00,/checkout/thank_you,mobile
6472,#8146,20180413,Boat A,affirm.com,9,1,"$1,599.00",/checkout/thank_you,mobile
6473,#8144,20180412,Accessory,duckduckgo.com,1,1,$199.00,/,desktop
6474,#8142,20180411,Accessory,google,5,1,$99.00,/products/oru-paddle,desktop
6475,#8143,20180411,Accessory,google,7,1,$199.00,/,desktop
6476,#8143,20180411,Accessory,google,7,1,$99.00,/,desktop
6477,#8143,20180411,Boat B,google,7,1,"$1,299.00",/,desktop
6478,#8133,20180410,Accessory,google,1,1,$199.00,/collections/certified-pre-owned,mobile
6479,#8133,20180410,Accessory,google,1,1,$99.00,/collections/certified-pre-owned,mobile
6480,#8133,20180410,Boat C,google,1,1,"$2,499.00",/collections/certified-pre-owned,mobile
6481,#8134,20180410,Accessory,google,3,1,$99.00,/,desktop
6482,#8135,20180410,Accessory,google,2,1,$70.00,/collections/accessories/products/back_for_good_oru-t-shirt,desktop
6483,#8135,20180410,Accessory,google,2,1,$24.00,/collections/accessories/products/back_for_good_oru-t-shirt,desktop
6484,#8135,20180410,Accessory,google,2,1,$99.00,/collections/accessories/products/back_for_good_oru-t-shirt,desktop
6485,#8140,20180410,Boat A,google,8,1,"$1,599.00",/,mobile
6486,#8141,20180410,Accessory,Listrak,10,1,$99.00,/products/the-coast-xt?trk_msg=8CRJG56RSLA4F70GA8DPS5392O&trk_contact=8B1FO2KQN94KBE3A5JMA13QCH0&trk_sid=VGUJ9DOJC8R0AGSNK4T6UA6OF4,desktop
6487,#8141,20180410,Accessory,Listrak,10,1,$25.00,/products/the-coast-xt?trk_msg=8CRJG56RSLA4F70GA8DPS5392O&trk_contact=8B1FO2KQN94KBE3A5JMA13QCH0&trk_sid=VGUJ9DOJC8R0AGSNK4T6UA6OF4,desktop
6488,#8130,20180409,Accessory,google,1,1,$70.00,/pages/2017-oru-kayak-lineup-vs-2016-lineup,desktop
6489,#8130,20180409,Accessory,google,1,1,$199.00,/pages/2017-oru-kayak-lineup-vs-2016-lineup,desktop
6490,#8130,20180409,Accessory,google,1,1,$99.00,/pages/2017-oru-kayak-lineup-vs-2016-lineup,desktop
6491,#8130,20180409,Accessory,google,1,1,$99.00,/pages/2017-oru-kayak-lineup-vs-2016-lineup,desktop
6492,#8130,20180409,Boat A,google,1,1,"$1,599.00",/pages/2017-oru-kayak-lineup-vs-2016-lineup,desktop
6493,#8132,20180409,Accessory,google,1,2,$140.00,/,desktop
6494,#8132,20180409,Accessory,google,1,1,$25.00,/,desktop
6495,#8132,20180409,Boat A,google,1,1,"$1,599.00",/,desktop
6496,#8132,20180409,Boat B,google,1,1,"$1,299.00",/,desktop
6497,#8127,20180408,Accessory,google,1,1,$99.00,/,mobile
6498,#8127,20180408,Boat A,google,1,1,"$1,599.00",/,mobile
6499,#8128,20180408,Accessory,bing,1,1,$199.00,/,desktop
6500,#8128,20180408,Accessory,bing,1,1,$99.00,/,desktop
6501,#8128,20180408,Accessory,bing,1,1,$99.00,/,desktop
6502,#8129,20180408,Accessory,Listrak,10,1,$199.00,/account/login?checkout_url=/1828165/checkouts/56a92145ce11228f08df74b79871d7ed?step=contact_information,mobile
6503,#8129,20180408,Accessory,Listrak,10,1,$99.00,/account/login?checkout_url=/1828165/checkouts/56a92145ce11228f08df74b79871d7ed?step=contact_information,mobile
6504,#8129,20180408,Accessory,Listrak,10,1,$99.00,/account/login?checkout_url=/1828165/checkouts/56a92145ce11228f08df74b79871d7ed?step=contact_information,mobile
6505,#8126,20180407,Accessory,google,4,1,$70.00,/,mobile
6506,#8126,20180407,Accessory,google,4,1,$99.00,/,mobile
6507,#8126,20180407,Accessory,google,4,1,$25.00,/,mobile
6508,#8117,20180406,Accessory,google,7,1,$65.00,/checkout/contact_information,tablet
6509,#8117,20180406,Accessory,google,7,1,$99.00,/checkout/contact_information,tablet
6510,#8117,20180406,Accessory,google,7,1,$99.00,/checkout/contact_information,tablet
6511,#8118,20180406,Accessory,google,2,2,$50.00,/cart,desktop
6512,#8120,20180406,Accessory,couponsock.com,4,1,$199.00,/,desktop
6513,#8120,20180406,Accessory,couponsock.com,4,1,$99.00,/,desktop
6514,#8120,20180406,Accessory,couponsock.com,4,1,$99.00,/,desktop
6515,#8121,20180406,Accessory,google,5,1,$99.00,/,desktop
6516,#8123,20180406,Boat B,Listrak,20,1,"$1,299.00",/,desktop
6517,#8124,20180406,Accessory,google,4,1,$375.00,/collections/accessories,desktop
6518,#8124,20180406,Accessory,google,4,1,$79.00,/collections/accessories,desktop
6519,#8124,20180406,Accessory,google,4,1,$25.00,/collections/accessories,desktop
6520,#8110,20180405,Boat A,(direct),1,1,"$1,599.00",/,tablet
6521,#8111,20180405,Accessory,google,5,2,$398.00,/,desktop
6522,#8112,20180405,Accessory,bing,3,1,$65.00,/,tablet
6523,#8112,20180405,Accessory,bing,3,1,$79.00,/,tablet
6524,#8113,20180405,Accessory,google,63,2,$158.00,/,tablet
6525,#8113,20180405,Accessory,google,63,1,$199.00,/,tablet
6526,#8113,20180405,Accessory,google,63,1,$99.00,/,tablet
6527,#8114,20180405,Accessory,google,3,1,$199.00,/cart,desktop
6528,#8114,20180405,Accessory,google,3,1,$25.00,/cart,desktop
6529,#8115,20180405,Accessory,google,18,1,$79.00,/,desktop
6530,#8115,20180405,Accessory,google,18,1,$25.00,/,desktop
6531,#8115,20180405,Accessory,google,18,2,$40.00,/,desktop
6532,#8116,20180405,Accessory,google,1,1,$15.00,/collections/replacementparts,tablet
6533,#8105,20180404,Accessory,google,6,1,$25.00,/products/beach-lt,mobile
6534,#8106,20180404,Accessory,google,6,1,$79.00,/,desktop
6535,#8107,20180404,Accessory,google,12,1,$199.00,/,desktop
6536,#8107,20180404,Accessory,google,12,1,$99.00,/,desktop
6537,#8107,20180404,Accessory,google,12,1,$99.00,/,desktop
6538,#8108,20180404,Accessory,r.search.aol.com,2,1,$65.00,/,desktop
6539,#8108,20180404,Accessory,r.search.aol.com,2,1,$70.00,/,desktop
6540,#8108,20180404,Accessory,r.search.aol.com,2,1,$99.00,/,desktop
6541,#8108,20180404,Accessory,r.search.aol.com,2,1,$25.00,/,desktop
6542,#8108,20180404,Accessory,r.search.aol.com,2,1,$25.00,/,desktop
6543,#8109,20180404,Accessory,google,3,1,$30.00,/checkout/shipping,desktop
6544,#8100,20180403,Accessory,google,1,1,$199.00,/,desktop
6545,#8100,20180403,Accessory,google,1,1,$99.00,/,desktop
6546,#8100,20180403,Accessory,google,1,1,$99.00,/,desktop
6547,#8100,20180403,Boat B,google,1,1,"$1,299.00",/,desktop
6548,#8101,20180403,Accessory,affirm.com,5,1,$70.00,/checkout/thank_you,mobile
6549,#8101,20180403,Accessory,affirm.com,5,1,$199.00,/checkout/thank_you,mobile
6550,#8101,20180403,Accessory,affirm.com,5,1,$99.00,/checkout/thank_you,mobile
6551,#8101,20180403,Accessory,affirm.com,5,1,$99.00,/checkout/thank_you,mobile
6552,#8101,20180403,Boat A,affirm.com,5,1,"$1,599.00",/checkout/thank_you,mobile
6553,#8102,20180403,Accessory,google,1,1,$99.00,/,tablet
6554,#8102,20180403,Accessory,google,1,1,$30.00,/,tablet
6555,#8099,20180402,Accessory,s2.socialannex.com,9,1,$70.00,/products/beach-lt,desktop
6556,#8099,20180402,Accessory,s2.socialannex.com,9,1,$25.00,/products/beach-lt,desktop
6557,#8095,20180401,Accessory,google,1,1,$25.00,/products/seat-wedge,desktop
6558,#8096,20180401,Accessory,google,2,1,$79.00,/,desktop
6559,#8097,20180401,Accessory,google,3,2,$30.00,/,mobile
6560,#8097,20180401,Accessory,google,3,2,$34.00,/,mobile
6561,#8098,20180401,Accessory,google,1,1,$99.00,/,desktop
6562,#8093,20180331,Accessory,(direct),1,1,$70.00,/collections/accessories,mobile
6563,#8093,20180331,Accessory,(direct),1,1,$99.00,/collections/accessories,mobile
6564,#8094,20180331,Accessory,google,6,2,$158.00,/products/oru-nylon-spray-skirt,mobile
6565,#8092,20180330,Accessory,google,1,2,$198.00,/,desktop
6566,#8092,20180330,Boat B,google,1,2,"$2,598.00",/,desktop
6567,#8088,20180329,Accessory,google,2,1,$79.00,/checkout/contact_information,desktop
6568,#8090,20180329,Accessory,google,4,1,$30.00,/collections/replacementparts/products/zipper-channels-for-bay-st-set-of-2,mobile
6569,#8079,20180328,Accessory,google,10,2,$198.00,/cart,mobile
6570,#8079,20180328,Accessory,google,10,2,$50.00,/cart,mobile
6571,#8079,20180328,Boat A,google,10,2,"$3,198.00",/cart,mobile
6572,#8080,20180328,Accessory,affirm.com,5,1,$70.00,/checkout/thank_you,mobile
6573,#8080,20180328,Accessory,affirm.com,5,1,$199.00,/checkout/thank_you,mobile
6574,#8080,20180328,Accessory,affirm.com,5,1,$25.00,/checkout/thank_you,mobile
6575,#8080,20180328,Boat A,affirm.com,5,1,"$1,599.00",/checkout/thank_you,mobile
6576,#8081,20180328,Accessory,bing,15,1,$65.00,/collections/accessories,desktop
6577,#8081,20180328,Accessory,bing,15,1,$70.00,/collections/accessories,desktop
6578,#8081,20180328,Accessory,bing,15,1,$199.00,/collections/accessories,desktop
6579,#8081,20180328,Accessory,bing,15,1,$25.00,/collections/accessories,desktop
6580,#8086,20180328,Boat A,google,1,1,"$1,599.00",/collections/kayaks,desktop
6581,#8087,20180328,Accessory,Listrak,18,1,$99.00,/,desktop
6582,#8073,20180327,Accessory,affirm.com,4,1,$220.00,/checkout/payment,desktop
6583,#8074,20180327,Accessory,affirm.com,4,1,$99.00,/checkout/payment,desktop
6584,#8075,20180327,Accessory,maximizingmoney.com,4,1,$30.00,/collections/replacementparts/products/bulkhead-beach-kayak?variant=20991285505,desktop
6585,#8076,20180327,Accessory,Listrak,1,1,$199.00,/collections/kayaks?trk_msg=AUSNMQC3JNA4BA3J99HB8O379G&trk_contact=T1JJMICS805OEOA1ALNEL8ESFK&trk_sid=QCLPBHT2TFG18FIUS8HIBVEEVS,desktop
6586,#8076,20180327,Accessory,Listrak,1,1,$25.00,/collections/kayaks?trk_msg=AUSNMQC3JNA4BA3J99HB8O379G&trk_contact=T1JJMICS805OEOA1ALNEL8ESFK&trk_sid=QCLPBHT2TFG18FIUS8HIBVEEVS,desktop
6587,#8077,20180327,Accessory,(direct),1,1,$79.00,/,mobile
6588,#8077,20180327,Accessory,(direct),1,1,$199.00,/,mobile
6589,#8077,20180327,Accessory,(direct),1,1,$99.00,/,mobile
6590,#8078,20180327,Accessory,google,51,1,$199.00,/,mobile
6591,#8078,20180327,Accessory,google,51,1,$99.00,/,mobile
6592,#8078,20180327,Accessory,google,51,1,$99.00,/,mobile
6593,#8078,20180327,Boat A,google,51,1,"$1,599.00",/,mobile
6594,#8070,20180324,Accessory,Listrak,4,1,$70.00,/checkout/contact_information,mobile
6595,#8070,20180324,Accessory,Listrak,4,1,$99.00,/checkout/contact_information,mobile
6596,#8071,20180324,Accessory,(direct),1,1,$199.00,/,desktop
6597,#8071,20180324,Accessory,(direct),1,1,$99.00,/,desktop
6598,#8071,20180324,Accessory,(direct),1,1,$99.00,/,desktop
6599,#8072,20180324,Accessory,google,8,1,$20.00,/products/beach-lt,desktop
6600,#8065,20180323,Accessory,s4.socialannex.net,13,1,$79.00,/checkout/shipping,desktop
6601,#8065,20180323,Accessory,s4.socialannex.net,13,1,$199.00,/checkout/shipping,desktop
6602,#8065,20180323,Accessory,s4.socialannex.net,13,1,$99.00,/checkout/shipping,desktop
6603,#8066,20180323,Accessory,google,7,1,$99.00,/,desktop
6604,#8066,20180323,Accessory,google,7,1,$25.00,/,desktop
6605,#8067,20180323,Accessory,google,1,1,$15.00,/collections/replacementparts,desktop
6606,#8067,20180323,Accessory,google,1,1,$30.00,/collections/replacementparts,desktop
6607,#8068,20180323,Accessory,yahoo,20,1,$70.00,/,mobile
6608,#8068,20180323,Accessory,yahoo,20,1,$25.00,/,mobile
6609,#8068,20180323,Accessory,yahoo,20,1,$25.00,/,mobile
6610,#8069,20180323,Accessory,Listrak,1,1,$199.00,/?trk_msg=3VGKEF2FD6KK96EFT1L9PQ9CPO&trk_contact=Q2MLAU5OJIOG7LI27M9BJVP8QK&trk_module=wel&trk_sid=RC4LMIULSR02PHGFCJMR00JG94,mobile
6611,#8058,20180322,Accessory,affirm.com,2,1,$70.00,/checkout/thank_you,tablet
6612,#8058,20180322,Accessory,affirm.com,2,1,$199.00,/checkout/thank_you,tablet
6613,#8058,20180322,Accessory,affirm.com,2,1,$99.00,/checkout/thank_you,tablet
6614,#8058,20180322,Accessory,affirm.com,2,1,$99.00,/checkout/thank_you,tablet
6615,#8058,20180322,Boat A,affirm.com,2,1,"$1,599.00",/checkout/thank_you,tablet
6616,#8062,20180322,Accessory,l.facebook.com,7,1,$99.00,/,desktop
6617,#8062,20180322,Boat B,l.facebook.com,7,1,"$1,299.00",/,desktop
6618,#8064,20180322,Boat A,Listrak,12,1,"$1,599.00",/?trk_msg=3VGKEF2FD6KK96EFT1L9PQ9CPO&trk_contact=R0CJ26LCF5P0GBB698AMMJ6UGO&trk_module=wel&trk_sid=634LPOEK6C6HTOGELK10DBMALO,desktop
6619,#8055,20180321,Accessory,google,2,1,$65.00,/collections/accessories,desktop
6620,#8055,20180321,Accessory,google,2,1,$25.00,/collections/accessories,desktop
6621,#8056,20180321,Accessory,google,12,1,$25.00,/products/seat-wedge,desktop
6622,#8057,20180321,Accessory,google,2,1,$70.00,/products/bay-st,mobile
6623,#8057,20180321,Accessory,google,2,1,$25.00,/products/bay-st,mobile
6624,#8051,20180320,Accessory,google,5,1,$24.00,/products/vat-eu,desktop
6625,#8051,20180320,Accessory,google,5,1,$199.00,/products/vat-eu,desktop
6626,#8051,20180320,Accessory,google,5,1,$25.00,/products/vat-eu,desktop
6627,#8051,20180320,Accessory,google,5,2,$50.00,/products/vat-eu,desktop
6628,#8051,20180320,Boat B,google,5,1,"$1,299.00",/products/vat-eu,desktop
6629,#8052,20180320,Accessory,google,5,1,$17.00,/checkout/payment,mobile
6630,#8053,20180320,Accessory,affirm.com,2,1,$70.00,/checkout/thank_you,mobile
6631,#8053,20180320,Boat B,affirm.com,2,1,"$1,299.00",/checkout/thank_you,mobile
6632,#8046,20180319,Accessory,dealspotr.com,2,1,$65.00,/checkout/processing,tablet
6633,#8046,20180319,Accessory,dealspotr.com,2,1,$70.00,/checkout/processing,tablet
6634,#8046,20180319,Accessory,dealspotr.com,2,1,$79.00,/checkout/processing,tablet
6635,#8046,20180319,Accessory,dealspotr.com,2,1,$99.00,/checkout/processing,tablet
6636,#8046,20180319,Accessory,dealspotr.com,2,1,$99.00,/checkout/processing,tablet
6637,#8046,20180319,Accessory,dealspotr.com,2,1,$25.00,/checkout/processing,tablet
6638,#8047,20180319,Accessory,google,1,1,$79.00,/,desktop
6639,#8047,20180319,Accessory,google,1,1,$99.00,/,desktop
6640,#8047,20180319,Accessory,google,1,1,$25.00,/,desktop
6641,#8047,20180319,Boat A,google,1,1,"$1,599.00",/,desktop
6642,#8048,20180319,Accessory,google,2,1,$30.00,/pages/faqs,desktop
6643,#8050,20180319,Accessory,(direct),5,1,$15.00,/,desktop
6644,#8039,20180318,Accessory,google,3,1,$30.00,/collections/replacementparts/products/bulkhead-beach-kayak?variant=20991285505,desktop
6645,#8039,20180318,Accessory,google,3,1,$25.00,/collections/replacementparts/products/bulkhead-beach-kayak?variant=20991285505,desktop
6646,#8040,20180318,Accessory,paypal.com,16,1,$70.00,/checkout/shipping?from_cart=true,mobile
6647,#8041,20180318,Boat A,Listrak,1,1,"$1,599.00",/cart?trk_msg=UOOM2K2TMPA478HARQK2F6IKCC&trk_contact=I12OEJ43RSTB62NA5E14A1C66K&trk_sid=H502GIJFENMC7JM5U5E72SPQTS,desktop
6648,#8042,20180318,Accessory,Listrak,1,1,$70.00,/cart?trk_msg=UOOM2K2TMPA478HARQK2F6IKCC&trk_contact=I12OEJ43RSTB62NA5E14A1C66K&trk_sid=H502GIJFENMC7JM5U5E72SPQTS,desktop
6649,#8042,20180318,Accessory,Listrak,1,1,$79.00,/cart?trk_msg=UOOM2K2TMPA478HARQK2F6IKCC&trk_contact=I12OEJ43RSTB62NA5E14A1C66K&trk_sid=H502GIJFENMC7JM5U5E72SPQTS,desktop
6650,#8042,20180318,Accessory,Listrak,1,1,$99.00,/cart?trk_msg=UOOM2K2TMPA478HARQK2F6IKCC&trk_contact=I12OEJ43RSTB62NA5E14A1C66K&trk_sid=H502GIJFENMC7JM5U5E72SPQTS,desktop
6651,#8042,20180318,Accessory,Listrak,1,1,$99.00,/cart?trk_msg=UOOM2K2TMPA478HARQK2F6IKCC&trk_contact=I12OEJ43RSTB62NA5E14A1C66K&trk_sid=H502GIJFENMC7JM5U5E72SPQTS,desktop
6652,#8042,20180318,Accessory,Listrak,1,1,$25.00,/cart?trk_msg=UOOM2K2TMPA478HARQK2F6IKCC&trk_contact=I12OEJ43RSTB62NA5E14A1C66K&trk_sid=H502GIJFENMC7JM5U5E72SPQTS,desktop
6653,#8043,20180318,Boat B,Listrak,1,1,"$1,299.00",/?trk_msg=3VGKEF2FD6KK96EFT1L9PQ9CPO&trk_contact=75NA3GH51MPEGC83F4S71BU5TO&trk_module=wel&trk_sid=1F9F42EJP1U9BV74I2M9KG24S4,tablet
6654,#8044,20180318,Accessory,google,8,1,$149.00,/,mobile
6655,#8044,20180318,Accessory,google,8,1,$30.00,/,mobile
6656,#8044,20180318,Accessory,google,8,1,$25.00,/,mobile
6657,#8045,20180318,Accessory,google,2,1,$35.00,/collections/replacementparts,desktop
6658,#8036,20180317,Accessory,google,1,1,$70.00,/,mobile
6659,#8036,20180317,Accessory,google,1,1,$199.00,/,mobile
6660,#8036,20180317,Accessory,google,1,1,$99.00,/,mobile
6661,#8036,20180317,Accessory,google,1,1,$99.00,/,mobile
6662,#8036,20180317,Accessory,google,1,1,$149.00,/,mobile
6663,#8036,20180317,Boat A,google,1,1,"$1,599.00",/,mobile
6664,#8037,20180317,Accessory,google,2,1,$70.00,/collections/kayaks,desktop
6665,#8037,20180317,Accessory,google,2,1,$199.00,/collections/kayaks,desktop
6666,#8037,20180317,Accessory,google,2,1,$99.00,/collections/kayaks,desktop
6667,#8037,20180317,Accessory,google,2,1,$99.00,/collections/kayaks,desktop
6668,#8037,20180317,Accessory,google,2,1,$149.00,/collections/kayaks,desktop
6669,#8037,20180317,Boat C,google,2,2,"$4,998.00",/collections/kayaks,desktop
6670,#8034,20180316,Accessory,duckduckgo.com,1,1,$25.00,/,mobile
6671,#8035,20180316,Accessory,google,7,2,$398.00,/,tablet
6672,#8028,20180315,Accessory,Listrak,1,1,$70.00,/collections/accessories?trk_msg=UJINF9DTN6SK5A8URE9E3GNRVC&trk_contact=GT939P03F1I22GQRLJIIAH4DV4&trk_sid=477R31LF1NBAIOUCC8N9T0KPOC,mobile
6673,#8030,20180315,Accessory,google,5,1,$70.00,/cart,desktop
6674,#8030,20180315,Accessory,google,5,2,$398.00,/cart,desktop
6675,#8030,20180315,Accessory,google,5,1,$149.00,/cart,desktop
6676,#8030,20180315,Accessory,google,5,2,$50.00,/cart,desktop
6677,#8033,20180315,Accessory,(direct),1,1,$99.00,/,desktop
6678,#8025,20180314,Accessory,google,7,1,$220.00,/cart,desktop
6679,#8025,20180314,Accessory,google,7,1,$99.00,/cart,desktop
6680,#8025,20180314,Boat B,google,7,1,"$1,299.00",/cart,desktop
6681,#8026,20180314,Accessory,google,2,1,$65.00,/pages/europe,desktop
6682,#8026,20180314,Accessory,google,2,1,$70.00,/pages/europe,desktop
6683,#8026,20180314,Accessory,google,2,1,$199.00,/pages/europe,desktop
6684,#8026,20180314,Accessory,google,2,1,$99.00,/pages/europe,desktop
